,Age,Attrition,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes
128,35,0,1,5,3,3,3,2,7295,1,13,3,1,2,10,3,3,10,8,0,6,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
129,29,0,8,1,2,2,2,4,5056,1,15,3,3,1,10,2,2,10,7,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
130,39,1,2,3,1,2,1,1,3646,2,23,4,2,0,11,2,4,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
131,18,0,10,3,4,2,1,3,1200,1,12,3,1,0,0,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
132,30,0,9,2,4,2,1,3,2206,1,13,3,1,0,10,5,3,10,0,1,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
133,43,0,12,3,1,2,4,2,14336,1,11,3,3,1,25,3,3,25,10,3,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
134,40,0,1,4,1,3,4,1,16823,2,11,3,1,1,22,3,3,19,7,11,16,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
135,35,0,18,4,3,3,2,3,5689,1,14,3,4,2,10,2,4,10,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
136,35,1,10,3,4,2,3,1,10306,9,17,3,3,0,15,3,3,13,12,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
137,33,0,22,2,3,3,2,2,6146,0,13,3,1,1,8,2,4,7,7,0,7,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
138,45,0,9,3,4,3,3,1,10761,4,12,3,3,1,18,2,3,5,4,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
139,47,0,1,3,1,3,1,4,3420,7,12,3,3,1,17,2,2,6,5,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
140,26,1,21,3,1,3,1,3,2377,1,20,4,3,1,1,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
141,42,0,2,1,3,3,4,3,17861,0,13,3,4,0,21,3,2,20,8,2,10,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
142,29,0,7,1,1,2,1,4,2532,6,14,3,3,3,8,5,3,4,3,0,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
143,40,0,9,5,4,2,2,4,4876,9,14,3,4,1,5,5,1,3,2,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
144,34,0,10,3,4,3,2,3,4001,1,14,3,3,1,15,3,3,15,14,0,7,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
145,43,0,9,5,4,3,2,3,5679,3,13,3,2,1,10,3,3,8,7,4,7,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
146,31,0,12,3,4,3,2,4,5855,0,11,3,3,2,10,2,1,9,7,8,5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
147,31,0,29,4,1,2,2,4,5468,1,14,3,1,2,13,3,3,12,7,5,7,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
148,22,0,19,1,3,3,1,4,2323,1,24,4,1,2,2,6,3,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
149,33,0,14,3,4,3,1,2,2756,1,13,3,4,1,8,5,3,8,7,1,6,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
150,55,0,8,1,4,2,4,2,13577,1,15,3,4,1,34,3,3,33,9,15,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
151,27,0,2,1,4,1,2,4,5071,3,20,4,2,0,8,3,3,6,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
152,30,0,2,3,3,3,1,4,2564,0,14,3,3,0,12,2,2,11,7,6,7,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
153,33,0,3,4,4,3,1,3,2909,1,11,3,3,0,8,3,3,8,7,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
154,36,0,24,4,2,3,2,2,5674,7,15,3,3,1,11,3,3,9,8,0,8,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
155,33,0,10,4,2,3,2,3,5487,1,14,3,2,0,10,2,2,10,4,0,9,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
156,28,0,1,3,3,3,1,1,3591,1,25,4,3,1,3,3,3,3,2,1,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
157,30,1,1,3,2,2,2,1,9714,1,11,3,4,1,10,4,3,10,8,6,7,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
158,29,1,27,3,2,3,3,4,7639,1,22,4,4,3,10,3,2,10,4,1,9,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
159,39,1,23,3,3,3,1,1,3904,0,13,3,1,0,6,2,3,5,2,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
160,36,0,26,4,1,3,2,3,5347,6,14,3,2,2,10,2,2,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
161,32,0,29,4,4,3,1,3,4025,9,12,3,2,0,10,2,3,8,7,7,7,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
162,23,0,4,3,1,4,1,1,2819,2,16,3,1,1,5,3,4,3,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
163,29,0,10,3,3,3,1,3,2642,1,11,3,3,0,1,6,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
164,41,0,1,3,2,4,3,1,8392,1,16,3,3,1,10,2,3,10,7,0,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
165,54,0,7,4,4,3,2,4,6854,4,15,3,2,1,14,2,2,7,1,1,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
166,35,1,25,4,4,3,1,2,2022,1,19,3,1,1,10,3,2,10,2,7,8,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
167,28,0,6,3,3,2,1,3,2703,1,14,3,4,1,3,2,3,3,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
168,34,0,3,2,4,1,2,4,6029,5,12,3,1,0,6,3,3,2,2,2,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
169,31,0,1,3,4,1,2,1,5003,1,21,4,2,0,10,6,3,10,8,8,7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
170,32,1,11,4,4,4,2,3,4707,8,12,3,4,0,6,2,3,4,2,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
171,40,0,11,3,4,3,2,3,6323,1,11,3,1,1,10,2,4,10,9,9,4,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
172,28,0,2,1,1,2,1,2,3201,0,17,3,1,0,6,2,1,5,3,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
173,22,0,1,2,4,2,2,4,4775,6,22,4,1,2,4,2,1,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
174,28,0,1,4,4,3,1,3,2154,0,11,3,3,0,5,2,2,4,2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
175,25,0,4,2,2,2,2,4,4487,1,11,3,2,0,5,3,3,5,4,1,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
176,35,0,3,3,3,2,1,3,1281,1,18,3,3,2,1,3,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
177,32,0,7,5,4,3,2,4,9204,4,12,3,3,1,7,3,2,4,3,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
178,38,0,6,2,4,2,1,3,3702,1,11,3,2,1,5,3,3,5,4,0,4,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
179,29,1,13,3,1,3,2,2,5765,5,11,3,1,0,7,4,1,5,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
180,25,0,28,3,1,2,2,3,8639,2,18,3,4,0,6,3,3,2,2,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
181,29,0,15,2,4,2,2,3,4193,0,12,3,4,0,10,3,3,9,5,0,8,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
182,31,0,5,3,2,3,2,1,9936,0,19,3,2,0,10,2,3,9,4,1,7,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
183,40,0,24,2,1,3,2,4,3319,1,17,3,1,2,9,3,3,9,8,4,7,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
184,54,0,20,4,4,3,2,3,4869,3,12,3,4,0,20,4,2,4,3,0,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
185,47,0,2,4,1,3,4,3,17169,3,19,3,2,2,26,2,4,20,17,5,6,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
186,27,0,8,1,3,3,2,4,4342,0,19,3,2,1,5,3,3,4,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
187,35,0,1,3,1,3,2,3,4859,1,16,3,4,0,5,3,3,5,4,0,3,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
188,48,0,1,4,1,4,4,4,16885,2,22,4,3,0,27,3,2,5,4,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
189,47,0,26,4,4,3,5,3,19658,3,11,3,3,1,27,2,3,5,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
190,51,0,6,3,1,3,5,3,19537,7,13,3,3,0,23,5,3,20,18,15,15,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
191,41,0,2,4,1,2,2,3,6811,2,17,3,1,0,10,3,3,8,7,0,7,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
192,30,0,15,2,3,2,3,1,7140,2,11,3,1,1,12,2,3,7,7,1,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
193,34,0,8,2,2,4,2,3,6799,1,21,4,3,2,10,5,3,10,8,4,8,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
194,30,0,10,3,3,2,2,3,6578,1,18,3,1,1,10,3,3,10,3,1,4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
195,27,0,3,3,4,3,1,4,1706,1,11,3,3,3,0,6,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
196,41,0,1,3,4,2,5,3,19189,1,12,3,2,1,22,3,3,22,7,2,10,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
197,49,0,8,2,1,3,3,2,7403,4,11,3,3,1,29,3,2,26,9,1,7,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
198,35,0,1,3,4,2,2,4,5363,0,12,3,2,1,10,0,3,9,7,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
199,36,0,12,5,4,2,3,4,8858,0,11,3,2,0,15,2,2,14,8,7,8,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
200,29,1,1,3,2,2,1,3,2800,6,19,3,3,3,5,3,3,3,2,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
201,20,1,9,3,4,3,1,4,2323,1,14,3,2,0,2,3,3,2,2,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
202,35,1,23,2,2,2,2,3,5916,3,13,3,1,0,8,1,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
203,56,0,4,4,4,3,5,1,19943,4,13,3,4,1,28,2,3,5,2,4,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
204,38,0,2,2,4,3,1,4,1702,1,23,4,3,1,1,3,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
205,36,0,27,3,3,3,2,3,5237,6,13,3,2,2,17,3,2,7,7,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
206,26,0,1,3,3,3,2,2,6397,1,20,4,1,1,6,6,1,6,5,1,4,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
207,50,0,2,4,1,3,4,1,17924,1,11,3,4,1,31,3,3,31,6,14,7,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
208,32,1,9,3,1,3,1,1,4200,7,22,4,1,0,10,2,4,5,4,0,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
209,32,0,1,4,2,2,1,2,2269,0,14,3,2,1,3,2,3,2,2,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
210,29,0,1,3,1,3,1,4,3760,1,15,3,1,3,3,5,3,3,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
211,30,0,6,3,1,2,2,4,4627,0,12,3,1,1,10,6,3,9,2,6,7,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
212,40,0,28,3,3,1,3,1,10932,3,15,3,3,1,20,2,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
213,34,0,1,4,4,3,1,1,2996,5,14,3,3,2,10,2,3,4,3,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
214,29,0,3,1,2,3,1,1,4723,1,18,3,4,0,10,3,3,10,9,1,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
215,55,0,1,3,4,3,5,1,19045,0,14,3,3,0,37,2,3,36,10,4,13,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
216,38,0,1,4,1,2,2,4,8686,4,22,4,3,0,12,2,4,8,3,0,7,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
217,46,0,26,2,2,2,2,2,7991,8,15,3,3,0,6,3,3,2,2,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
218,36,0,3,4,1,3,2,2,9278,3,16,3,4,0,15,3,3,5,4,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
219,58,1,2,3,4,3,1,3,2479,4,24,4,1,0,7,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
220,44,0,7,4,1,2,3,4,10248,3,14,3,4,1,24,4,3,22,6,5,17,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
221,40,0,26,3,3,3,2,1,8396,1,14,3,2,1,8,3,2,7,7,7,5,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
222,33,0,13,1,2,3,1,4,3452,3,18,3,1,0,5,4,3,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
223,26,1,3,1,3,3,1,1,3102,0,22,4,3,0,7,2,3,6,4,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
224,49,0,16,3,4,3,1,1,2587,4,16,3,2,1,17,2,2,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
225,35,0,26,4,3,3,3,4,8837,1,16,3,3,0,9,2,3,9,0,1,7,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
226,27,0,8,5,1,1,1,3,4621,1,19,3,4,3,3,4,3,3,2,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
227,26,0,6,3,3,2,1,2,2368,1,19,3,3,0,5,3,2,5,4,4,3,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
228,49,0,20,4,3,3,2,1,6567,1,14,3,3,0,16,2,2,15,11,5,11,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
229,49,0,1,2,3,2,4,3,13964,7,12,3,4,0,25,2,3,7,1,0,7,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
230,45,0,25,2,2,2,2,4,5906,0,13,3,4,2,10,2,2,9,8,3,8,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
231,28,1,5,4,3,3,1,3,3441,1,13,3,3,0,2,3,2,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
232,26,0,6,3,3,3,1,4,2659,1,13,3,3,1,3,2,3,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
233,44,1,10,4,3,3,1,3,2936,1,11,3,3,0,6,4,3,6,4,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
234,40,0,1,4,2,3,1,2,2387,3,22,4,3,1,7,3,3,4,2,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
235,26,0,5,3,4,2,1,3,2966,0,18,3,4,0,5,2,3,4,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
236,34,0,3,4,3,2,1,4,2979,3,17,3,4,3,6,2,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
237,34,0,2,2,4,3,2,3,4033,2,11,3,4,0,5,3,2,3,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
238,35,0,27,4,4,3,2,3,6883,2,16,3,2,1,17,3,3,7,7,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
239,43,0,6,3,1,2,2,3,4081,1,14,3,1,0,20,3,1,20,7,1,8,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
240,30,0,2,3,3,2,2,4,4152,1,19,3,1,3,11,3,3,11,10,10,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
241,44,0,1,4,2,4,2,1,5033,2,15,3,4,1,10,5,3,2,0,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
242,42,0,12,3,2,3,1,2,2766,8,22,4,2,3,7,6,2,5,3,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
243,30,0,3,3,3,3,1,4,2097,4,15,3,3,1,9,3,1,5,3,1,4,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
244,30,0,22,4,3,3,3,1,8412,0,11,3,3,0,10,3,3,9,8,7,8,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
245,38,0,10,1,3,3,1,3,2684,0,17,3,2,1,3,0,2,2,1,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
246,31,1,1,4,2,1,1,3,1359,1,12,3,2,0,1,3,3,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
247,54,0,2,4,3,2,3,3,10686,6,11,3,2,1,13,4,3,9,4,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
248,48,0,15,4,3,3,1,1,2367,8,12,3,4,1,10,3,2,8,2,7,6,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
249,31,0,8,2,4,4,1,2,2109,9,18,3,4,0,8,3,3,3,2,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
250,39,0,15,4,2,3,4,1,13341,0,12,3,1,0,21,3,3,20,8,11,10,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
251,25,0,8,3,4,4,2,2,4851,0,22,4,3,1,4,4,3,3,2,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
252,34,0,1,4,2,4,2,4,9725,0,11,3,4,1,16,2,2,15,1,0,9,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
253,27,1,2,1,3,3,1,1,3041,0,11,3,2,1,5,3,3,4,3,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
254,45,0,20,3,2,1,3,1,10851,2,18,3,2,1,24,2,3,7,7,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
255,27,0,9,3,4,3,1,2,2024,6,18,3,4,1,6,1,1,2,2,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
256,46,0,2,2,4,3,3,4,8578,3,14,3,3,1,12,4,2,9,8,4,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
257,26,1,20,2,4,3,1,2,2148,0,11,3,3,0,6,3,3,5,1,1,4,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
258,35,0,1,3,2,3,2,3,4717,9,11,3,3,0,15,2,3,11,9,6,9,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
259,36,0,13,3,3,3,1,2,2143,4,13,3,2,1,8,2,3,5,2,0,4,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
260,43,0,7,3,4,4,1,4,2089,4,14,3,4,3,7,3,4,5,4,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
